_id,periodo,cod_ente,denominazione_ente,cod_gestione,gestione,cod_voce,voce_contributiva,imponibile,contributo,aliquota,ripartizione_geografica,data_estrazione,annotazioni,sistema_origine,Gestione,cod voce ext
7f87d4d57943517035ff9204,202407,247,MINISTERO DELLE IMPRESE E DEL MADE IN ITALY,3,Cassa previdenza dipendenti enti locali,14,Contributo maternita',431865.88,6953.04000000168,1.61,Sud,2024-03-04T10:46:36.996,,,Cassa previdenza dipendenti enti locali,14
84cec5bb2c3e02d5988e8bb6,202312,233,ISTITUTO NAZIONALE DI GEOFISICA E VULCANOLOGIA,3,Cassa previdenza dipendenti enti locali,12,Contributo TFR,103121.39,1660.25,1.61,Sud,2025-02-15T14:16:16.501,,,Cassa previdenza dipendenti enti locali,12
826b9e2c2f339e332ee11f37,202308,56,MINISTERO DELLA DIFESA,4,Fondo credito,10,Contributo IVS a carico ente,65594.39,21646.15,33.0,Centro,2024-03-12T13:10:47.356,,,Fondo credito,10
a339820af18e3d19ad09a22f,202408,91,ISTITUTO SUPERIORE DI SANITA',4,Fondo credito,15,Contributo disoccupazione,935353.08,308666.52,33.0,Nord-est,2024-01-20T16:46:00.547,verifica in corso,,Fondo credito,15
67d58636f93eb3d39e1f20f1,202301,78,AGENZIA DELLE ENTRATE,5,Assicurazione generale obbligatoria,16,Contributo fondo credito,"94.064,54",31041.300000000152,33.0,Centro,2025-05-25T08:39:15.677,,,Assicurazione generale obbligatoria,16
a951bec235c1269242fbeb88,202409,78,AGENZIA DELLE ENTRATE,2,Gestione separata,10,Contributo IVS a carico ente,"1.495.069,91",131566.15,,Centro,1742641770357,,,Gestione separata,10
cfd8638168b12ed4316ca956,202411,127,AGENZIA NAZIONALE POLITICHE ATTIVE LAVORO,2,Gestione separata,11,Contributo IVS a carico dipendente,134461.88,32001.93,23.8,Nord-est,27/03/2024,,,Gestione separata,11
c718a35007bb8576df52f0ae,2023-11,127,AGENZIA NAZIONALE POLITICHE ATTIVE LAVORO,1,Fondo pensioni lavoratori dipendenti,18,Contributo malattia,111460.38,9808.51,8.8,Isole,2025-04-08T05:54:52.985,,,Fondo pensioni lavoratori dipendenti,18
65454d2b4131caa093144fa5,202403,,AVVOCATURA GENERALE DELLO STATO,1,Fondo pensioni lavoratori dipendenti,11,Contributo IVS a carico dipendente,30713.74,2822.590000000276,9.19,Nord-ovest,2024-01-30T05:42:48.713,,,Fondo pensioni lavoratori dipendenti,11
fe9c02e4d1ef8aaecee28993,07/2023,12,MINISTERO DELL'ISTRUZIONE E DEL MERITO,4,Fondo credito,19,Contributo ANF,236261.21,3803.81,1.61,Centro,1745681275729,,,Fondo credito,19
e655b4a659dfcfc1dc3b4595,202401,118,MINISTERO DELLE INFRASTRUTTURE E DEI TRASPORTI,5,Assicurazione generale obbligatoria,18,Contributo malattia,722779.08,11636.74,1.61,Sud,2024-07-12T08:57:52.250,verifica in corso,,Assicurazione generale obbligatoria,18
8c5fb9365a9ba51efc13b7c4,202411,162,ISTITUTO NAZIONALE DI ASTROFISICA,2,Gestione separata,12,Contributo TFR,172406.84,41032.83,23.8,Sud,2025-04-24T12:20:22.555,,,Gestione separata,12
ce763e61159636ffad92a87f,202407,103,CONSIGLIO NAZIONALE DELLE RICERCHE,2,Gestione separata,11,Contributo IVS a carico dipendente,523183.96,126610.52,24.2,Isole,2025-05-06T15:24:54.636,,,Gestione separata,11
4887d0959ffab7e31a03b18f,202307,288,MINISTERO DEGLI AFFARI ESTERI,1,Fondo pensioni lavoratori dipendenti,16,Contributo fondo credito,43198.16,3801.44,8.8,Nord-ovest,2024-01-20T19:45:47.072,,,Fondo pensioni lavoratori dipendenti,16
209377fa47c27100633b53bc,202304,34,MINISTERO DELLA GIUSTIZIA,1,Fondo pensioni lavoratori dipendenti,11,Contributo IVS a carico dipendente,108520.15,3125.38,2.88,Sud,2024-07-30T16:03:17.191,,,Fondo pensioni lavoratori dipendenti,11
ccc831efe1cce8ba5463b302,202307,266,CORTE DEI CONTI,1,Fondo pensioni lavoratori dipendenti,18,Contributo malattia,54546.85,878.2,1.61,Centro,2024-07-25T15:55:07.313,,,Fondo pensioni lavoratori dipendenti,18
f23e910915ef908b7dd30e1e,202304,118,MINISTERO DELLE INFRASTRUTTURE E DEI TRASPORTI,2,Gestione separata,16,Contributo fondo credito,237457.88,21822.38,9.19,Nord-ovest,2024-06-14T18:11:38.295,,,Gestione separata,16
df5d5c32df6c8d687ea5fa4d,202411,91,ISTITUTO SUPERIORE DI SANITA',5,Assicurazione generale obbligatoria,15,Contributo disoccupazione,106604.5,35179.48,33.0,Sud,2024-08-06T07:10:42.632,,,Assicurazione generale obbligatoria,15
6e2114bc99c7c74f12eae796,202307,247,MINISTERO DELLE IMPRESE E DEL MADE IN ITALY,5,Assicurazione generale obbligatoria,17,Contributo ENPDEP,126841.18,30188.2,23.8,Nord-est,1743794617989,,,Assicurazione generale obbligatoria,17
901bcfea3eacbddd26dee2e5,202304,56,MINISTERO DELLA DIFESA,1,Fondo pensioni lavoratori dipendenti,18,Contributo malattia,172858.34,57043.25,33.0,Centro,2024-05-14T18:01:21.706,,SIPA,Fondo pensioni lavoratori dipendenti,18
86209fae13f5a33825eccb28,202301,78,AGENZIA DELLE ENTRATE,3,Cassa previdenza dipendenti enti locali,18,Contributo malattia,"284.922,87",25073.21,8.8,Centro,2025-03-27T20:20:08.619,,,Cassa previdenza dipendenti enti locali,18
30ddd152b050807dfd2eb6dd,202411,247,MINISTERO DELLE IMPRESE E DEL MADE IN ITALY,3,Cassa previdenza dipendenti enti locali,14,Contributo maternita',246256.14,81264.53,33.0,Nord-ovest,2024-04-01T11:36:05.739,,,Cassa previdenza dipendenti enti locali,14
baef83932eccaed0095cebf1,202306,145,,4,Fondo credito,11,Contributo IVS a carico dipendente,589951.13,16990.59,2.88,Nord-ovest,2024-02-20T18:05:55.005,,,Fondo credito,11
c28d654975af264ada13de40,202404,288,MINISTERO DEGLI AFFARI ESTERI,2,Gestione separata,16,Contributo fondo credito,163937.65,15065.869999999752,9.19,Centro,2024-12-04T09:36:17.000,,,Gestione separata,16
16689ab9bc75792b86741851,202310,12,MINISTERO DELL'ISTRUZIONE E DEL MERITO,5,Assicurazione generale obbligatoria,17,Contributo ENPDEP,376121.05,33098.65,8.8,Centro,2025-03-15T04:48:15.092,,,Assicurazione generale obbligatoria,17
48e6324871f683d5d5a391c4,202310,288,MINISTERO DEGLI AFFARI ESTERI,1,Fondo pensioni lavoratori dipendenti,10,Contributo IVS a carico ente,56082.75,5154.0,9.19,Nord-est,2025-04-29T18:08:30.480,,,Fondo pensioni lavoratori dipendenti,10
37229ae56277582087189b99,202310,103,CONSIGLIO NAZIONALE DELLE RICERCHE,4,Fondo credito,17,Contributo ENPDEP,282861.5,93344.29999999912,33.0,Sud,2025-04-19T17:05:44.997,,,Fondo credito,17
eda01e54a0c5eb5e7b34c4dc,202410,N/A,MINISTERO DEGLI AFFARI ESTERI,1,Fondo pensioni lavoratori dipendenti,19,Contributo ANF,173027.03,4983.18,2.88,Centro,2024-08-24T23:50:53.311,,,Fondo pensioni lavoratori dipendenti,19
d49aa78c38dcf9a414b4c3d0,202401,118,MINISTERO DELLE INFRASTRUTTURE E DEI TRASPORTI,5,Assicurazione generale obbligatoria,15,Contributo disoccupazione,822770.16,195819.3,23.8,Nord-est,2024-09-06T17:32:14.503,,,Assicurazione generale obbligatoria,15
732663613dda9623a0a9c48b,202401,288,MINISTERO DEGLI AFFARI ESTERI,5,Assicurazione generale obbligatoria,11,Contributo IVS a carico dipendente,220579.64,6352.69,2.88,Nord-ovest,2025-05-22T15:23:37.130,,,Assicurazione generale obbligatoria,11
e74f529cbfe75eee7ad4b14d,202312,118,MINISTERO DELLE INFRASTRUTTURE E DEI TRASPORTI,1,Fondo pensioni lavoratori dipendenti,19,Contributo ANF,152712.89,2458.68,1.61,Centro,2024-05-27T12:06:42.950,,,Fondo pensioni lavoratori dipendenti,19
cbe11b9bcdf6649e09b0fd97,202310,145,MINISTERO DEL TURISMO,4,Fondo credito,19,Contributo ANF,276464.86,66904.5,24.2,Centro,2024-06-20T05:02:50.313,,,Fondo credito,19
5caba94f7521d5ce462030a6,202407,247,MINISTERO DELLE IMPRESE E DEL MADE IN ITALY,5,Assicurazione generale obbligatoria,18,Contributo malattia,992990.61,327686.9,33.0,Centro,2025-02-27T20:21:13.160,,,Assicurazione generale obbligatoria,18
a8301f1b3125965063f7828f,202402,174,MINISTERO DELLA CULTURA,4,Fondo credito,16,Contributo fondo credito,58039.02,13813.29,23.8,Nord-ovest,2025-02-21T19:02:57.254,,,Fondo credito,16
906b5b2d9873ad4ed516d8c4,202406,34,MINISTERO DELLA GIUSTIZIA,1,Fondo pensioni lavoratori dipendenti,15,Contributo disoccupazione,161164.51,2594.75,1.61,Isole,2024-02-28T08:21:30.554,,,Fondo pensioni lavoratori dipendenti,15
b47b1db77a3698279f8d5ae3,202409,162,ISTITUTO NAZIONALE DI ASTROFISICA,3,Cassa previdenza dipendenti enti locali,13,Contributo assistenza,"351.663,53",30946.39,8.8,Nord-ovest,2024-08-26T16:24:38.141,,,Cassa previdenza dipendenti enti locali,13
f129417bb5a4cf50f4dda08a,202409,103,CONSIGLIO NAZIONALE DELLE RICERCHE,5,Assicurazione generale obbligatoria,13,Contributo assistenza,254656.21,84036.55,33.0,Isole,2024-10-09T13:39:18.306,,,Assicurazione generale obbligatoria,13
71ea0c34ccd3b0e54b7c7576,202307,103,CONSIGLIO NAZIONALE DELLE RICERCHE,3,Cassa previdenza dipendenti enti locali,11,Contributo IVS a carico dipendente,30371.44,7349.89,24.2,Nord-est,2025-03-06T20:32:34.079,,,Cassa previdenza dipendenti enti locali,11
89c098f7b1dc86ceb1725292,202402,258,AGENZIA ITALIANA PER LA COOPERAZIONE ALLO SVILUPPO,5,Assicurazione generale obbligatoria,14,Contributo maternita',30280.02,872.06,2.88,Sud,2024-09-07T01:33:21.768,,,Assicurazione generale obbligatoria,14
e08e683acb31282d984296fd,202412,118,MINISTERO DELLE INFRASTRUTTURE E DEI TRASPORTI,4,Fondo credito,19,Contributo ANF,121525.53,40103.42,33.0,Nord-est,2025-01-30T17:15:00.491,,,Fondo credito,19
9632b6cebd3d2c0982cf5549,202304,162,ISTITUTO NAZIONALE DI ASTROFISICA,1,Fondo pensioni lavoratori dipendenti,10,Contributo IVS a carico ente,28924.05,2545.32,8.8,Centro,2024-12-18T16:45:09.927,,,Fondo pensioni lavoratori dipendenti,10
371ece0537e3a16030c18e32,202405,78,AGENZIA DELLE ENTRATE,5,Assicurazione generale obbligatoria,12,Contributo TFR,47826.47,770.01,1.61,Isole,2025-04-15T03:52:17.804,,,Assicurazione generale obbligatoria,12
56077e7db0ba09f2209898c3,202412,258,AGENZIA ITALIANA PER LA COOPERAZIONE ALLO SVILUPPO,2,Gestione separata,13,Contributo assistenza,105428.99,9688.92,9.19,Nord-ovest,2024-08-04T11:13:36.279,,,Gestione separata,13
9c2ee523592c2dd711b8bdd1,202303,56,MINISTERO DELLA DIFESA,1,Fondo pensioni lavoratori dipendenti,16,Contributo fondo credito,117191.83,28360.42,24.2,Isole,2024-04-24T10:21:45.438,,,Fondo pensioni lavoratori dipendenti,16
d8dd0c54238ff56118ab730e,202304,233,ISTITUTO NAZIONALE DI GEOFISICA E VULCANOLOGIA,3,Cassa previdenza dipendenti enti locali,13,Contributo assistenza,70254.04,6182.36,NON DISPONIBILE,Centro,2025-02-21T12:32:40.001,,,Cassa previdenza dipendenti enti locali,13
c1763e07a75c6d264e0dcbe1,202409,162,ISTITUTO NAZIONALE DI ASTROFISICA,1,Fondo pensioni lavoratori dipendenti,18,Contributo malattia,2070518.72,683271.18,33.0,Centro,2024-07-15T02:47:21.832,,,Fondo pensioni lavoratori dipendenti,18
89120873661a462f5d5c2a3d,202311,219,ENTE NAZIONALE PER L'AVIAZIONE CIVILE,1,Fondo pensioni lavoratori dipendenti,13,Contributo assistenza,228701.18,21017.639999999763,9.19,Nord-est,2024-11-05T08:03:22.252,,,Fondo pensioni lavoratori dipendenti,13
e05434a8ad8f95199e6181b3,202304,,AGENZIA NAZIONALE POLITICHE ATTIVE LAVORO,5,Assicurazione generale obbligatoria,13,Contributo assistenza,136255.65,12521.889999997153,9.19,Isole,15/10/2024,,,Assicurazione generale obbligatoria,13
382a1da93e143c6db1548096,202309,233,ISTITUTO NAZIONALE DI GEOFISICA E VULCANOLOGIA,4,Fondo credito,15,Contributo disoccupazione,1271023.34,20463.48,1.61,Nord-est,2025-03-01T13:51:45.808,,,Fondo credito,15
6bb57a9f670a4a7740cf37e6,12/2023,103,CONSIGLIO NAZIONALE DELLE RICERCHE,4,Fondo credito,11,Contributo IVS a carico dipendente,36051.23,11896.91,33.0,Nord-ovest,1735102419731,,,Fondo credito,11
6c0314ad60481da3d4919c22,202311,201,MINISTERO DELL'AMBIENTE E DELLA SICUREZZA ENERGETICA,4,Fondo credito,15,Contributo disoccupazione,151777.3,4371.19,2.88,Nord-est,2025-02-20T22:59:07.151,,,Fondo credito,15
a94fc78550980ff168989bb2,2024-06,288,MINISTERO DEGLI AFFARI ESTERI,4,Fondo credito,13,Contributo assistenza,30460.63,877.27,2.88,Isole,2025-01-15T14:04:17.401,,,Fondo credito,13
e91a5f67d08ee1ac233119ca,202311,247,MINISTERO DELLE IMPRESE E DEL MADE IN ITALY,5,Assicurazione generale obbligatoria,19,Contributo ANF,44176.05,711.23,1.61,Nord-ovest,2024-09-24T09:11:54.626,,,Assicurazione generale obbligatoria,19
5156355cce6b68d06a89c1cc,202401,127,AGENZIA NAZIONALE POLITICHE ATTIVE LAVORO,2,Gestione separata,10,Contributo IVS a carico ente,296363.88,70534.6,23.8,Centro,2024-07-06T06:29:29.460,,,Gestione separata,10
6258975009a7f6c87a73f126,202312,288,MINISTERO DEGLI AFFARI ESTERI,2,Gestione separata,13,Contributo assistenza,28965.41,834.2,NON DISPONIBILE,Nord-ovest,2024-05-26T06:45:32.296,,,Gestione separata,13
56f4704afcc3b1e500c61c2e,202409,219,ENTE NAZIONALE PER L'AVIAZIONE CIVILE,3,Cassa previdenza dipendenti enti locali,12,Contributo TFR,200860.16,5784.769999999269,2.88,Centro,2024-10-27T15:11:43.456,,,Cassa previdenza dipendenti enti locali,12
8523a6da1eb47e06048c6ac3,202402,103,CONSIGLIO NAZIONALE DELLE RICERCHE,2,Gestione separata,11,Contributo IVS a carico dipendente,68773.74,6052.09,8.8,Isole,2025-01-05T17:02:46.721,,,Gestione separata,11
755cf41d77c4f801b50b4e68,202401,12,MINISTERO DELL'ISTRUZIONE E DEL MERITO,1,Fondo pensioni lavoratori dipendenti,19,Contributo ANF,"64.284,50",5907.75,9.19,Centro,2024-12-06T18:22:48.775,,,Fondo pensioni lavoratori dipendenti,19
97323fc7436089ad9850b1b4,202403,258,AGENZIA ITALIANA PER LA COOPERAZIONE ALLO SVILUPPO,4,Fondo credito,16,NON DISPONIBILE,88528.03,2549.61,2.88,Nord-est,2025-05-07T15:38:11.803,,,Fondo credito,16
52ad34ce7a35c6f90b0cac0c,202405,266,***,4,Fondo credito,14,Contributo maternita',956012.83,227531.05,23.8,Nord-ovest,2024-01-20T11:17:10.152,,,Fondo credito,14
c7d5a4e074a483818339de47,06/2023,78,AGENZIA DELLE ENTRATE,5,Assicurazione generale obbligatoria,12,Contributo TFR,96579.9,2781.5,2.88,Centro,2024-02-23T19:35:03.790,,,Assicurazione generale obbligatoria,12
7cb40563df8eb8762c521076,202408,258,AGENZIA ITALIANA PER LA COOPERAZIONE ALLO SVILUPPO,1,Fondo pensioni lavoratori dipendenti,18,Contributo malattia,"97.132,81",23117.61,23.8,Isole,2024-09-06T04:58:20.374,,,Fondo pensioni lavoratori dipendenti,18
169e875e2d2d6861a02f9e91,202310,127,AGENZIA NAZIONALE POLITICHE ATTIVE LAVORO,2,Gestione separata,12,Contributo TFR,138094.15,33418.78,24.2,Isole,2024-05-27T11:42:13.999,,,Gestione separata,12
c24b5696ca6085b278135c36,202403,103,CONSIGLIO NAZIONALE DELLE RICERCHE,3,Cassa previdenza dipendenti enti locali,12,Contributo TFR,176586.67,2843.05,1.61,Sud,2024-08-26T17:02:04.740,,,Cassa previdenza dipendenti enti locali,12
e37342db76449002928a7a99,202406,118,MINISTERO DELLE INFRASTRUTTURE E DEI TRASPORTI,4,Fondo credito,16,Contributo fondo credito,1461493.01,42091.0,2.88,Centro,2024-06-28T15:53:18.975,,,Fondo credito,16
59bee2582ef47a665c079908,202307,266,CORTE DEI CONTI,5,Assicurazione generale obbligatoria,19,Contributo ANF,366518.08,5900.94,1.61,Nord-ovest,2025-01-28T03:06:11.297,,,Assicurazione generale obbligatoria,19
05b6b2c197f54e93901c0e5c,202410,103,CONSIGLIO NAZIONALE DELLE RICERCHE,3,Cassa previdenza dipendenti enti locali,14,Contributo maternita',96864.19,23053.68,23.8,Isole,2025-04-19T20:33:13.850,,,Cassa previdenza dipendenti enti locali,14
9f0cea3ccf115a37ea5b80ed,202411,34,MINISTERO DELLA GIUSTIZIA,3,Cassa previdenza dipendenti enti locali,19,Contributo ANF,230256.91,6631.4,2.88,Centro,2024-08-28T18:30:22.288,,,Cassa previdenza dipendenti enti locali,19
e8c30573a3e865eb9d2288c0,202409,118,MINISTERO DELLE INFRASTRUTTURE E DEI TRASPORTI,1,Fondo pensioni lavoratori dipendenti,10,Contributo IVS a carico ente,302268.89,8705.34,2.88,Nord-ovest,2024-06-16T00:37:58.360,,,Fondo pensioni lavoratori dipendenti,10
d00dd58dd7a51b0aa27c66f7,202407,219,ENTE NAZIONALE PER L'AVIAZIONE CIVILE,4,Fondo credito,17,Contributo ENPDEP,490564.52,116754.36000000071,23.8,Centro,2024-01-29T18:30:30.330,,,Fondo credito,17
362632b0303bf248e07c685e,202312,279,AVVOCATURA GENERALE DELLO STATO,3,Cassa previdenza dipendenti enti locali,16,Contributo fondo credito,82322.44,2370.89,2.88,Nord-est,2024-05-15T16:05:55.699,,,Cassa previdenza dipendenti enti locali,16
5a1cf5520c2a4d317981c39d,202304,145,MINISTERO DEL TURISMO,1,Fondo pensioni lavoratori dipendenti,10,Contributo IVS a carico ente,259537.69,4178.56,1.61,Sud,2024-04-05T11:37:26.430,,,Fondo pensioni lavoratori dipendenti,10
ad73ab4886125c350d4a1b3a,202310,233,ISTITUTO NAZIONALE DI GEOFISICA E VULCANOLOGIA,5,Assicurazione generale obbligatoria,11,Contributo IVS a carico dipendente,150403.87,35796.12,23.8,Isole,2024-11-18T12:19:48.561,,,Assicurazione generale obbligatoria,11
7f0d90f6381ae11a8936e845,202302,78,AGENZIA DELLE ENTRATE,1,Fondo pensioni lavoratori dipendenti,19,Contributo ANF,246019.62,22609.2,9.19,Sud,2024-11-23T20:55:12.763,,,Fondo pensioni lavoratori dipendenti,19
b92bc6a1995770fe5214d1d9,202403,174,N/A,5,Assicurazione generale obbligatoria,16,Contributo fondo credito,333088.8,29311.81,8.8,Nord-ovest,2025-05-28T08:54:57.281,,,Assicurazione generale obbligatoria,16
6913c7535d45c1aee41ec78d,202401,91,ISTITUTO SUPERIORE DI SANITA',4,Fondo credito,11,Contributo IVS a carico dipendente,81329.03,19681.63,24.2,Sud,2024-03-06T17:50:28.384,,,Fondo credito,11
5ac9d854abe4319633a507da,202411,118,MINISTERO DELLE INFRASTRUTTURE E DEI TRASPORTI,2,Gestione separata,17,Contributo ENPDEP,53051.88,1527.89,2.88,Sud,2025-02-03T05:44:52.912,,,Gestione separata,17
ed6dfdef2b38f9b0925cbd21,202311,12,MINISTERO DELL'ISTRUZIONE E DEL MERITO,3,Cassa previdenza dipendenti enti locali,19,Contributo ANF,1281125.46,20626.12,1.61,Nord-ovest,2024-06-14T17:34:39.419,,,Cassa previdenza dipendenti enti locali,19
300159fed64f9dc674eb0bef,2024-02,188,AGENZIA DEL DEMANIO,3,Cassa previdenza dipendenti enti locali,16,Contributo fondo credito,115964.71,10204.89,8.8,Isole,2024-04-13T20:36:15.760,,,Cassa previdenza dipendenti enti locali,16
46c89b8d984c043683924740,202304,219,ENTE NAZIONALE PER L'AVIAZIONE CIVILE,4,Fondo credito,15,Contributo disoccupazione,46956.02,11363.36,24.2,Isole,2024-02-03T16:12:16.768,,,Fondo credito,15
1978993db972d03308aa6a14,202311,233,ISTITUTO NAZIONALE DI GEOFISICA E VULCANOLOGIA,5,Assicurazione generale obbligatoria,14,,877505.1,25272.15,2.88,Nord-est,2024-04-16T09:17:44.049,,,Assicurazione generale obbligatoria,14
